order_id,customer_id,product_id,product_name,quantity,order_date,delivery_date,delivered_location,carrier_id,package_type,batch_id
ORD_000078,CUST_0964,LETTUCE_001,Lettuce,4,2023-09-03,2023-09-05,Bangalore,FastDelivery,insulated,BATCH_015
ORD_000079,CUST_0831,BANANA_001,Bananas,5,2023-07-25,2023-07-27,Mumbai,QuickShip,standard,BATCH_039
ORD_000080,CUST_0305,SPINACH_001,Fresh Spinach,5,2024-01-27,2024-01-29,Hyderabad,SpeedyDelivery,insulated,BATCH_055
ORD_000081,CUST_0677,BANANA_001,Bananas,1,2023-11-14,2023-11-15,Chennai,QuickShip,insulated,BATCH_021
ORD_000082,CUST_0238,CARROT_001,Carrots,3,2023-01-02,2023-01-04,Ahmedabad,ExpressLogistics,standard,BATCH_091
ORD_000083,CUST_0118,SPINACH_001,Fresh Spinach,5,2023-08-21,2023-08-22,Kolkata,QuickShip,insulated,BATCH_029
ORD_000084,CUST_0610,BANANA_001,Bananas,5,2023-05-17,2023-05-18,Mumbai,QuickShip,insulated,BATCH_037
ORD_000085,CUST_0553,TOMATO_001,Tomatoes,4,2023-08-28,2023-08-31,Hyderabad,ExpressLogistics,premium,BATCH_057
ORD_000086,CUST_0985,TOMATO_001,Tomatoes,5,2023-06-15,2023-06-18,Mumbai,FastDelivery,standard,BATCH_076
ORD_000087,CUST_0532,TOMATO_001,Tomatoes,4,2024-01-27,2024-01-30,Mumbai,QuickShip,insulated,BATCH_036
ORD_000088,CUST_0108,BERRIES_001,Mixed Berries,2,2023-08-29,2023-08-31,Pune,ExpressLogistics,premium,BATCH_043
ORD_000089,CUST_0323,BERRIES_001,Mixed Berries,3,2023-09-11,2023-09-13,Mumbai,SpeedyDelivery,standard,BATCH_042
ORD_000090,CUST_0371,BERRIES_001,Mixed Berries,5,2023-10-05,2023-10-07,Mumbai,QuickShip,premium,BATCH_097
ORD_000091,CUST_0449,SPINACH_001,Fresh Spinach,4,2023-08-15,2023-08-16,Kolkata,QuickShip,insulated,BATCH_016
ORD_000092,CUST_0862,APPLE_001,Red Apples,1,2023-03-23,2023-03-25,Hyderabad,FastDelivery,standard,BATCH_060
ORD_000093,CUST_0855,CARROT_001,Carrots,4,2023-11-28,2023-11-29,Kolkata,ExpressLogistics,insulated,BATCH_061
ORD_000094,CUST_0283,BERRIES_001,Mixed Berries,4,2023-10-10,2023-10-11,Chennai,QuickShip,standard,BATCH_044
ORD_000095,CUST_0594,APPLE_001,Red Apples,4,2023-09-17,2023-09-19,Kolkata,ExpressLogistics,premium,BATCH_020
ORD_000096,CUST_0891,LETTUCE_001,Lettuce,2,2023-09-05,2023-09-07,Hyderabad,SpeedyDelivery,insulated,BATCH_090
ORD_000097,CUST_0485,BERRIES_001,Mixed Berries,4,2023-07-16,2023-07-17,Mumbai,ExpressLogistics,premium,BATCH_050
ORD_000098,CUST_0515,AVOCADO_001,Avocados,5,2024-02-10,2024-02-13,Ahmedabad,FastDelivery,standard,BATCH_043
ORD_000099,CUST_0892,CARROT_001,Carrots,2,2023-08-14,2023-08-15,Mumbai,QuickShip,insulated,BATCH_010
ORD_000100,CUST_0880,BERRIES_001,Mixed Berries,5,2023-05-16,2023-05-18,Delhi,ExpressLogistics,premium,BATCH_049
ORD_000101,CUST_0647,CARROT_001,Carrots,3,2023-11-17,2023-11-20,Mumbai,FastDelivery,standard,BATCH_030
ORD_000102,CUST_0307,BANANA_001,Bananas,1,2023-08-11,2023-08-12,Ahmedabad,QuickShip,premium,BATCH_006
ORD_000103,CUST_0251,LETTUCE_001,Lettuce,5,2023-01-29,2023-01-31,Pune,SpeedyDelivery,standard,BATCH_053
ORD_000104,CUST_0892,AVOCADO_001,Avocados,4,2024-02-10,2024-02-11,Bangalore,FastDelivery,premium,BATCH_080
ORD_000105,CUST_0261,AVOCADO_001,Avocados,4,2023-09-12,2023-09-15,Chennai,SpeedyDelivery,premium,BATCH_033
ORD_000106,CUST_0968,TOMATO_001,Tomatoes,3,2024-02-16,2024-02-18,Bangalore,FastDelivery,insulated,BATCH_076
ORD_000107,CUST_0394,TOMATO_001,Tomatoes,4,2023-08-06,2023-08-09,Ahmedabad,ExpressLogistics,standard,BATCH_014
ORD_000108,CUST_0406,TOMATO_001,Tomatoes,3,2023-10-20,2023-10-22,Kolkata,FastDelivery,premium,BATCH_002
ORD_000109,CUST_0622,APPLE_001,Red Apples,3,2023-12-18,2023-12-21,Ahmedabad,ExpressLogistics,standard,BATCH_029
ORD_000110,CUST_0808,AVOCADO_001,Avocados,4,2023-11-14,2023-11-16,Delhi,FastDelivery,insulated,BATCH_005
ORD_000111,CUST_0426,BANANA_001,Bananas,2,2024-01-10,2024-01-11,Kolkata,ExpressLogistics,premium,BATCH_026
ORD_000112,CUST_0765,AVOCADO_001,Avocados,3,2023-09-14,2023-09-16,Kolkata,SpeedyDelivery,insulated,BATCH_015
ORD_000113,CUST_0810,SPINACH_001,Fresh Spinach,4,2023-02-08,2023-02-09,Hyderabad,ExpressLogistics,standard,BATCH_002
ORD_000114,CUST_0692,TOMATO_001,Tomatoes,2,2023-12-11,2023-12-14,Hyderabad,ExpressLogistics,standard,BATCH_061
ORD_000115,CUST_0144,CARROT_001,Carrots,1,2023-02-02,2023-02-05,Kolkata,SpeedyDelivery,standard,BATCH_005
ORD_000116,CUST_0465,BANANA_001,Bananas,3,2023-09-10,2023-09-11,Chennai,QuickShip,insulated,BATCH_086
ORD_000117,CUST_0102,BERRIES_001,Mixed Berries,4,2023-12-23,2023-12-26,Bangalore,SpeedyDelivery,premium,BATCH_079
ORD_000118,CUST_0974,LETTUCE_001,Lettuce,2,2023-05-24,2023-05-25,Chennai,SpeedyDelivery,insulated,BATCH_047
ORD_000119,CUST_0992,APPLE_001,Red Apples,1,2023-11-27,2023-11-29,Hyderabad,ExpressLogistics,standard,BATCH_059
ORD_000120,CUST_0850,SPINACH_001,Fresh Spinach,5,2024-02-07,2024-02-09,Bangalore,QuickShip,standard,BATCH_027
ORD_000121,CUST_0880,LETTUCE_001,Lettuce,2,2024-02-21,2024-02-22,Bangalore,FastDelivery,insulated,BATCH_017
ORD_000122,CUST_0367,BANANA_001,Bananas,2,2024-02-13,2024-02-14,Mumbai,QuickShip,standard,BATCH_076
ORD_000123,CUST_0117,APPLE_001,Red Apples,1,2023-03-31,2023-04-02,Bangalore,SpeedyDelivery,premium,BATCH_061
ORD_000124,CUST_0045,BANANA_001,Bananas,5,2023-07-05,2023-07-08,Ahmedabad,QuickShip,premium,BATCH_039
ORD_000125,CUST_0111,CARROT_001,Carrots,4,2023-01-16,2023-01-17,Hyderabad,SpeedyDelivery,premium,BATCH_092
ORD_000126,CUST_0282,LETTUCE_001,Lettuce,5,2023-02-07,2023-02-08,Bangalore,FastDelivery,standard,BATCH_082
ORD_000127,CUST_0620,BERRIES_001,Mixed Berries,4,2023-12-31,2024-01-02,Kolkata,SpeedyDelivery,premium,BATCH_013
ORD_000128,CUST_0424,SPINACH_001,Fresh Spinach,3,2023-02-28,2023-03-03,Hyderabad,SpeedyDelivery,standard,BATCH_059
ORD_000129,CUST_0262,LETTUCE_001,Lettuce,3,2024-01-09,2024-01-10,Hyderabad,ExpressLogistics,premium,BATCH_020
ORD_000130,CUST_0099,BANANA_001,Bananas,3,2023-08-31,2023-09-01,Delhi,FastDelivery,insulated,BATCH_017
ORD_000131,CUST_0895,LETTUCE_001,Lettuce,4,2023-10-28,2023-10-31,Delhi,SpeedyDelivery,insulated,BATCH_093
ORD_000132,CUST_0868,SPINACH_001,Fresh Spinach,1,2023-02-23,2023-02-26,Bangalore,SpeedyDelivery,standard,BATCH_045
ORD_000133,CUST_0998,TOMATO_001,Tomatoes,5,2023-07-08,2023-07-09,Chennai,SpeedyDelivery,premium,BATCH_079
ORD_000134,CUST_0720,TOMATO_001,Tomatoes,3,2023-10-13,2023-10-14,Mumbai,QuickShip,insulated,BATCH_044
ORD_000135,CUST_0649,BERRIES_001,Mixed Berries,1,2023-04-03,2023-04-04,Delhi,QuickShip,premium,BATCH_012
ORD_000136,CUST_0379,BERRIES_001,Mixed Berries,3,2023-04-21,2023-04-23,Ahmedabad,ExpressLogistics,standard,BATCH_093
ORD_000137,CUST_0773,BANANA_001,Bananas,5,2023-10-18,2023-10-21,Mumbai,QuickShip,standard,BATCH_007
ORD_000138,CUST_0280,BERRIES_001,Mixed Berries,2,2023-05-20,2023-05-22,Ahmedabad,SpeedyDelivery,insulated,BATCH_097
ORD_000139,CUST_0684,BANANA_001,Bananas,3,2023-06-26,2023-06-28,Kolkata,SpeedyDelivery,premium,BATCH_006
ORD_000140,CUST_0786,APPLE_001,Red Apples,2,2023-11-03,2023-11-04,Chennai,ExpressLogistics,standard,BATCH_098
ORD_000141,CUST_0133,APPLE_001,Red Apples,4,2023-06-17,2023-06-18,Ahmedabad,SpeedyDelivery,standard,BATCH_069
ORD_000142,CUST_0044,LETTUCE_001,Lettuce,4,2023-09-14,2023-09-17,Delhi,SpeedyDelivery,premium,BATCH_003
ORD_000143,CUST_0118,BERRIES_001,Mixed Berries,4,2023-02-09,2023-02-11,Hyderabad,SpeedyDelivery,insulated,BATCH_003
ORD_000144,CUST_0865,CARROT_001,Carrots,1,2023-03-29,2023-04-01,Pune,FastDelivery,insulated,BATCH_032
ORD_000145,CUST_0348,BANANA_001,Bananas,2,2023-07-25,2023-07-28,Hyderabad,ExpressLogistics,premium,BATCH_043
ORD_000146,CUST_0745,BANANA_001,Bananas,2,2023-02-09,2023-02-12,Chennai,ExpressLogistics,insulated,BATCH_031
ORD_000147,CUST_0773,BANANA_001,Bananas,5,2023-11-05,2023-11-06,Bangalore,SpeedyDelivery,insulated,BATCH_098
ORD_000148,CUST_0070,LETTUCE_001,Lettuce,4,2023-12-15,2023-12-18,Pune,QuickShip,insulated,BATCH_057
ORD_000149,CUST_0473,APPLE_001,Red Apples,4,2024-02-12,2024-02-14,Pune,FastDelivery,insulated,BATCH_005
ORD_000150,CUST_0931,BERRIES_001,Mixed Berries,5,2023-02-16,2023-02-19,Ahmedabad,FastDelivery,insulated,BATCH_084
ORD_000151,CUST_0087,CARROT_001,Carrots,5,2023-03-19,2023-03-20,Delhi,ExpressLogistics,premium,BATCH_083
ORD_000152,CUST_0382,CARROT_001,Carrots,3,2023-05-07,2023-05-10,Ahmedabad,QuickShip,insulated,BATCH_050
ORD_000153,CUST_0097,APPLE_001,Red Apples,5,2023-06-23,2023-06-26,Pune,FastDelivery,insulated,BATCH_087
ORD_000154,CUST_0680,AVOCADO_001,Avocados,2,2023-05-10,2023-05-13,Pune,FastDelivery,premium,BATCH_045
ORD_000155,CUST_0573,BERRIES_001,Mixed Berries,4,2023-12-02,2023-12-05,Bangalore,FastDelivery,insulated,BATCH_083
ORD_000156,CUST_0372,BANANA_001,Bananas,3,2024-02-21,2024-02-22,Hyderabad,ExpressLogistics,standard,BATCH_024
ORD_000157,CUST_0080,SPINACH_001,Fresh Spinach,3,2023-06-24,2023-06-26,Chennai,QuickShip,standard,BATCH_013
ORD_000158,CUST_0386,APPLE_001,Red Apples,2,2023-10-04,2023-10-07,Pune,QuickShip,premium,BATCH_021
ORD_000159,CUST_0803,SPINACH_001,Fresh Spinach,4,2023-07-30,2023-08-01,Ahmedabad,ExpressLogistics,premium,BATCH_030
ORD_000160,CUST_0788,SPINACH_001,Fresh Spinach,3,2023-06-08,2023-06-10,Pune,SpeedyDelivery,insulated,BATCH_100
ORD_000161,CUST_0054,AVOCADO_001,Avocados,4,2023-09-28,2023-09-30,Chennai,QuickShip,insulated,BATCH_048
ORD_000162,CUST_0280,BANANA_001,Bananas,4,2023-02-22,2023-02-25,Kolkata,FastDelivery,standard,BATCH_066
ORD_000163,CUST_0406,LETTUCE_001,Lettuce,5,2024-02-23,2024-02-25,Mumbai,SpeedyDelivery,standard,BATCH_048
ORD_000164,CUST_0860,SPINACH_001,Fresh Spinach,3,2023-02-11,2023-02-13,Mumbai,ExpressLogistics,standard,BATCH_019
ORD_000165,CUST_0020,CARROT_001,Carrots,3,2024-03-01,2024-03-02,Ahmedabad,FastDelivery,standard,BATCH_028
ORD_000166,CUST_0309,BERRIES_001,Mixed Berries,1,2023-10-08,2023-10-11,Delhi,ExpressLogistics,standard,BATCH_007
ORD_000167,CUST_0440,APPLE_001,Red Apples,1,2023-02-26,2023-02-28,Chennai,QuickShip,insulated,BATCH_079
ORD_000168,CUST_0977,AVOCADO_001,Avocados,5,2023-10-20,2023-10-22,Delhi,ExpressLogistics,standard,BATCH_070
ORD_000169,CUST_0651,APPLE_001,Red Apples,4,2023-09-17,2023-09-20,Hyderabad,SpeedyDelivery,standard,BATCH_048
ORD_000170,CUST_0673,BANANA_001,Bananas,1,2023-01-09,2023-01-11,Pune,QuickShip,premium,BATCH_099
ORD_000171,CUST_0347,AVOCADO_001,Avocados,2,2024-01-23,2024-01-25,Mumbai,ExpressLogistics,premium,BATCH_100
ORD_000172,CUST_0795,AVOCADO_001,Avocados,4,2023-12-23,2023-12-25,Bangalore,FastDelivery,premium,BATCH_005
ORD_000173,CUST_0408,APPLE_001,Red Apples,5,2023-01-23,2023-01-24,Pune,ExpressLogistics,premium,BATCH_061
ORD_000174,CUST_0887,SPINACH_001,Fresh Spinach,3,2024-01-21,2024-01-24,Kolkata,ExpressLogistics,standard,BATCH_035
ORD_000175,CUST_0709,BERRIES_001,Mixed Berries,4,2024-01-16,2024-01-18,Pune,QuickShip,insulated,BATCH_048
ORD_000176,CUST_0617,BANANA_001,Bananas,2,2023-09-23,2023-09-25,Hyderabad,FastDelivery,insulated,BATCH_070
ORD_000177,CUST_0618,LETTUCE_001,Lettuce,4,2023-02-22,2023-02-23,Kolkata,ExpressLogistics,insulated,BATCH_022
ORD_000178,CUST_0655,APPLE_001,Red Apples,1,2023-06-29,2023-07-01,Pune,SpeedyDelivery,insulated,BATCH_010
ORD_000179,CUST_0695,AVOCADO_001,Avocados,4,2023-07-27,2023-07-29,Mumbai,QuickShip,premium,BATCH_005
ORD_000180,CUST_0381,APPLE_001,Red Apples,4,2023-07-05,2023-07-07,Bangalore,SpeedyDelivery,insulated,BATCH_098
ORD_000181,CUST_0754,TOMATO_001,Tomatoes,2,2023-06-10,2023-06-13,Chennai,FastDelivery,standard,BATCH_064
ORD_000182,CUST_0627,TOMATO_001,Tomatoes,3,2023-10-15,2023-10-16,Kolkata,SpeedyDelivery,standard,BATCH_089
ORD_000183,CUST_0177,BANANA_001,Bananas,4,2023-09-09,2023-09-10,Bangalore,FastDelivery,insulated,BATCH_012
ORD_000184,CUST_0872,LETTUCE_001,Lettuce,2,2023-06-13,2023-06-16,Delhi,ExpressLogistics,insulated,BATCH_092
ORD_000185,CUST_0206,AVOCADO_001,Avocados,2,2023-12-25,2023-12-28,Pune,QuickShip,standard,BATCH_031
ORD_000186,CUST_0906,LETTUCE_001,Lettuce,1,2023-01-14,2023-01-16,Ahmedabad,QuickShip,premium,BATCH_009
ORD_000187,CUST_0076,CARROT_001,Carrots,2,2024-01-03,2024-01-06,Hyderabad,SpeedyDelivery,premium,BATCH_041
ORD_000188,CUST_0444,LETTUCE_001,Lettuce,5,2023-08-19,2023-08-21,Bangalore,QuickShip,standard,BATCH_008
ORD_000189,CUST_0958,TOMATO_001,Tomatoes,2,2023-09-23,2023-09-24,Bangalore,QuickShip,insulated,BATCH_045
ORD_000190,CUST_0980,BANANA_001,Bananas,5,2023-09-23,2023-09-25,Kolkata,QuickShip,premium,BATCH_036
ORD_000191,CUST_0043,AVOCADO_001,Avocados,1,2023-11-25,2023-11-26,Bangalore,ExpressLogistics,premium,BATCH_011
ORD_000192,CUST_0559,BERRIES_001,Mixed Berries,3,2023-04-18,2023-04-21,Mumbai,SpeedyDelivery,premium,BATCH_083
ORD_000193,CUST_0706,BERRIES_001,Mixed Berries,1,2023-09-05,2023-09-06,Kolkata,SpeedyDelivery,standard,BATCH_021
ORD_000194,CUST_0883,SPINACH_001,Fresh Spinach,3,2023-09-05,2023-09-07,Pune,QuickShip,insulated,BATCH_094
ORD_000195,CUST_0248,AVOCADO_001,Avocados,4,2023-06-26,2023-06-28,Pune,FastDelivery,insulated,BATCH_016
ORD_000196,CUST_0885,BANANA_001,Bananas,5,2023-05-07,2023-05-08,Mumbai,ExpressLogistics,insulated,BATCH_054
ORD_000197,CUST_0528,LETTUCE_001,Lettuce,4,2023-03-23,2023-03-25,Chennai,QuickShip,insulated,BATCH_064
ORD_000198,CUST_0221,BANANA_001,Bananas,5,2023-09-12,2023-09-13,Hyderabad,SpeedyDelivery,standard,BATCH_046
ORD_000199,CUST_0442,CARROT_001,Carrots,2,2023-12-01,2023-12-04,Kolkata,FastDelivery,standard,BATCH_034
ORD_000200,CUST_0584,LETTUCE_001,Lettuce,5,2024-01-27,2024-01-29,Mumbai,SpeedyDelivery,standard,BATCH_025
ORD_000201,CUST_0697,BERRIES_001,Mixed Berries,5,2023-05-28,2023-05-29,Ahmedabad,ExpressLogistics,premium,BATCH_016
ORD_000202,CUST_0522,LETTUCE_001,Lettuce,4,2024-02-11,2024-02-13,Bangalore,QuickShip,premium,BATCH_065
